,data,denominazione_regione,totale_positivi
8086,2021-03-21 17:00:00,Basilicata,4470
8087,2021-03-21 17:00:00,Calabria,8727
8088,2021-03-21 17:00:00,Campania,100676
8094,2021-03-21 17:00:00,Marche,10065
8090,2021-03-21 17:00:00,Friuli Venezia Giulia,16145
8091,2021-03-21 17:00:00,Lazio,47690
8092,2021-03-21 17:00:00,Liguria,5951
8089,2021-03-21 17:00:00,Emilia-Romagna,74464
8252,2021-03-28 17:00:00,Veneto,39649
8251,2021-03-28 17:00:00,Valle d'Aosta,820
8250,2021-03-28 17:00:00,Umbria,5063
8249,2021-03-28 17:00:00,Toscana,27561
8248,2021-03-28 17:00:00,Sicilia,17000
8247,2021-03-28 17:00:00,Sardegna,13905
8246,2021-03-28 17:00:00,Puglia,46880
8244,2021-03-28 17:00:00,P.A. Trento,3185
8243,2021-03-28 17:00:00,P.A. Bolzano,870
8245,2021-03-28 17:00:00,Piemonte,35575
8242,2021-03-28 17:00:00,Molise,1027
8240,2021-03-28 17:00:00,Lombardia,102691
8239,2021-03-28 17:00:00,Liguria,6751
8238,2021-03-28 17:00:00,Lazio,51436
8237,2021-03-28 17:00:00,Friuli Venezia Giulia,15626
8236,2021-03-28 17:00:00,Emilia-Romagna,72754
8235,2021-03-28 17:00:00,Campania,96662
8234,2021-03-28 17:00:00,Calabria,10302
8233,2021-03-28 17:00:00,Basilicata,4808
8232,2021-03-28 17:00:00,Abruzzo,10666
8241,2021-03-28 17:00:00,Marche,9941
8391,2021-04-04 17:00:00,P.A. Trento,2723
8392,2021-04-04 17:00:00,Piemonte,33955
8393,2021-04-04 17:00:00,Puglia,51171
8394,2021-04-04 17:00:00,Sardegna,15556
8399,2021-04-04 17:00:00,Veneto,37467
8396,2021-04-04 17:00:00,Toscana,29228
8397,2021-04-04 17:00:00,Umbria,4541
8398,2021-04-04 17:00:00,Valle d'Aosta,1106
8395,2021-04-04 17:00:00,Sicilia,22852
8390,2021-04-04 17:00:00,P.A. Bolzano,600
8389,2021-04-04 17:00:00,Molise,792
8387,2021-04-04 17:00:00,Lombardia,93964
8379,2021-04-04 17:00:00,Abruzzo,10728
8380,2021-04-04 17:00:00,Basilicata,5022
8381,2021-04-04 17:00:00,Calabria,11483
8382,2021-04-04 17:00:00,Campania,92964
8388,2021-04-04 17:00:00,Marche,8731
8384,2021-04-04 17:00:00,Friuli Venezia Giulia,13760
8385,2021-04-04 17:00:00,Lazio,52647
8386,2021-04-04 17:00:00,Liguria,7557
8383,2021-04-04 17:00:00,Emilia-Romagna,72188
8546,2021-04-11 17:00:00,Veneto,31807
8537,2021-04-11 17:00:00,P.A. Bolzano,458
8545,2021-04-11 17:00:00,Valle d'Aosta,1110
8544,2021-04-11 17:00:00,Umbria,4030
8543,2021-04-11 17:00:00,Toscana,27758
8542,2021-04-11 17:00:00,Sicilia,22971
8541,2021-04-11 17:00:00,Sardegna,17081
8540,2021-04-11 17:00:00,Puglia,52047
8539,2021-04-11 17:00:00,Piemonte,28372
8538,2021-04-11 17:00:00,P.A. Trento,1653
8535,2021-04-11 17:00:00,Marche,8205
8534,2021-04-11 17:00:00,Lombardia,79480
8533,2021-04-11 17:00:00,Liguria,7776
8532,2021-04-11 17:00:00,Lazio,52060
8531,2021-04-11 17:00:00,Friuli Venezia Giulia,11111
8530,2021-04-11 17:00:00,Emilia-Romagna,66625
8529,2021-04-11 17:00:00,Campania,91651
8528,2021-04-11 17:00:00,Calabria,12556
8527,2021-04-11 17:00:00,Basilicata,5143
8526,2021-04-11 17:00:00,Abruzzo,10460
8536,2021-04-11 17:00:00,Molise,651
8685,2021-04-18 17:00:00,P.A. Trento,1336
8692,2021-04-18 17:00:00,Valle d'Aosta,952
8691,2021-04-18 17:00:00,Umbria,3422
8690,2021-04-18 17:00:00,Toscana,26071
8689,2021-04-18 17:00:00,Sicilia,25758
8688,2021-04-18 17:00:00,Sardegna,18066
8687,2021-04-18 17:00:00,Puglia,51438
8693,2021-04-18 17:00:00,Veneto,26444
8684,2021-04-18 17:00:00,P.A. Bolzano,408
8686,2021-04-18 17:00:00,Piemonte,22596
8683,2021-04-18 17:00:00,Molise,678
8673,2021-04-18 17:00:00,Abruzzo,10100
8674,2021-04-18 17:00:00,Basilicata,5799
8675,2021-04-18 17:00:00,Calabria,14068
8676,2021-04-18 17:00:00,Campania,92421
8682,2021-04-18 17:00:00,Marche,7576
8678,2021-04-18 17:00:00,Friuli Venezia Giulia,9498
8679,2021-04-18 17:00:00,Lazio,50790
8680,2021-04-18 17:00:00,Liguria,6928
8681,2021-04-18 17:00:00,Lombardia,66377
8677,2021-04-18 17:00:00,Emilia-Romagna,63885
8832,2021-04-25 17:00:00,P.A. Trento,1203
8840,2021-04-25 17:00:00,Veneto,23312
8839,2021-04-25 17:00:00,Valle d'Aosta,792
8838,2021-04-25 17:00:00,Umbria,3025
8837,2021-04-25 17:00:00,Toscana,22846
8836,2021-04-25 17:00:00,Sicilia,25510
8835,2021-04-25 17:00:00,Sardegna,17883
8834,2021-04-25 17:00:00,Puglia,49271
8833,2021-04-25 17:00:00,Piemonte,17473
8831,2021-04-25 17:00:00,P.A. Bolzano,799
8822,2021-04-25 17:00:00,Calabria,14906
8829,2021-04-25 17:00:00,Marche,6580
8821,2021-04-25 17:00:00,Basilicata,6120
8830,2021-04-25 17:00:00,Molise,650
8823,2021-04-25 17:00:00,Campania,92331
8824,2021-04-25 17:00:00,Emilia-Romagna,50481
8820,2021-04-25 17:00:00,Abruzzo,9145
8826,2021-04-25 17:00:00,Lazio,46837
8827,2021-04-25 17:00:00,Liguria,6125
8828,2021-04-25 17:00:00,Lombardia,57622
8825,2021-04-25 17:00:00,Friuli Venezia Giulia,8301
8979,2021-05-02 17:00:00,P.A. Trento,1050
8980,2021-05-02 17:00:00,Piemonte,15473
8981,2021-05-02 17:00:00,Puglia,47637
8982,2021-05-02 17:00:00,Sardegna,16892
8978,2021-05-02 17:00:00,P.A. Bolzano,1178
8984,2021-05-02 17:00:00,Toscana,20290
8985,2021-05-02 17:00:00,Umbria,2851
8986,2021-05-02 17:00:00,Valle d'Aosta,698
8983,2021-05-02 17:00:00,Sicilia,24781
8977,2021-05-02 17:00:00,Molise,604
8987,2021-05-02 17:00:00,Veneto,21740
8975,2021-05-02 17:00:00,Lombardia,52286
8967,2021-05-02 17:00:00,Abruzzo,8733
8968,2021-05-02 17:00:00,Basilicata,6284
8969,2021-05-02 17:00:00,Calabria,15225
8970,2021-05-02 17:00:00,Campania,91237
8976,2021-05-02 17:00:00,Marche,6101
8972,2021-05-02 17:00:00,Friuli Venezia Giulia,7273
8973,2021-05-02 17:00:00,Lazio,43213
8974,2021-05-02 17:00:00,Liguria,5597
8971,2021-05-02 17:00:00,Emilia-Romagna,41763
9125,2021-05-09 17:00:00,P.A. Bolzano,1139
9133,2021-05-09 17:00:00,Valle d'Aosta,592
9132,2021-05-09 17:00:00,Umbria,2583
9131,2021-05-09 17:00:00,Toscana,17453
9130,2021-05-09 17:00:00,Sicilia,22145
9129,2021-05-09 17:00:00,Sardegna,15660
9128,2021-05-09 17:00:00,Puglia,44338
9127,2021-05-09 17:00:00,Piemonte,13487
9126,2021-05-09 17:00:00,P.A. Trento,880
9134,2021-05-09 17:00:00,Veneto,19026
9124,2021-05-09 17:00:00,Molise,466
9122,2021-05-09 17:00:00,Lombardia,45724
9121,2021-05-09 17:00:00,Liguria,4078
9120,2021-05-09 17:00:00,Lazio,37668
9119,2021-05-09 17:00:00,Friuli Venezia Giulia,6391
9118,2021-05-09 17:00:00,Emilia-Romagna,33354
9117,2021-05-09 17:00:00,Campania,85591
9116,2021-05-09 17:00:00,Calabria,13826
9115,2021-05-09 17:00:00,Basilicata,5972
9114,2021-05-09 17:00:00,Abruzzo,7947
9123,2021-05-09 17:00:00,Marche,5534
9273,2021-05-16 17:00:00,P.A. Trento,773
9274,2021-05-16 17:00:00,Piemonte,10855
9275,2021-05-16 17:00:00,Puglia,38718
9276,2021-05-16 17:00:00,Sardegna,14401
9272,2021-05-16 17:00:00,P.A. Bolzano,1005
9278,2021-05-16 17:00:00,Toscana,14271
9279,2021-05-16 17:00:00,Umbria,2383
9280,2021-05-16 17:00:00,Valle d'Aosta,451
9277,2021-05-16 17:00:00,Sicilia,17159
9281,2021-05-16 17:00:00,Veneto,15616
9271,2021-05-16 17:00:00,Molise,314
9269,2021-05-16 17:00:00,Lombardia,38514
9261,2021-05-16 17:00:00,Abruzzo,6968
9262,2021-05-16 17:00:00,Basilicata,5138
9263,2021-05-16 17:00:00,Calabria,12383
9264,2021-05-16 17:00:00,Campania,79642
9270,2021-05-16 17:00:00,Marche,4745
9266,2021-05-16 17:00:00,Friuli Venezia Giulia,5724
9267,2021-05-16 17:00:00,Lazio,33427
9268,2021-05-16 17:00:00,Liguria,2966
9265,2021-05-16 17:00:00,Emilia-Romagna,23429
9420,2021-05-23 17:00:00,P.A. Trento,600
9428,2021-05-23 17:00:00,Veneto,11150
9427,2021-05-23 17:00:00,Valle d'Aosta,295
9426,2021-05-23 17:00:00,Umbria,1967
9425,2021-05-23 17:00:00,Toscana,11299
9424,2021-05-23 17:00:00,Sicilia,12928
9423,2021-05-23 17:00:00,Sardegna,13424
9422,2021-05-23 17:00:00,Puglia,32729
9421,2021-05-23 17:00:00,Piemonte,7928
9419,2021-05-23 17:00:00,P.A. Bolzano,838
9418,2021-05-23 17:00:00,Molise,202
9417,2021-05-23 17:00:00,Marche,4508
9409,2021-05-23 17:00:00,Basilicata,4511
9410,2021-05-23 17:00:00,Calabria,11207
9411,2021-05-23 17:00:00,Campania,72038
9412,2021-05-23 17:00:00,Emilia-Romagna,19082
9408,2021-05-23 17:00:00,Abruzzo,5967
9414,2021-05-23 17:00:00,Lazio,27629
9415,2021-05-23 17:00:00,Liguria,1927
9416,2021-05-23 17:00:00,Lombardia,35621
9413,2021-05-23 17:00:00,Friuli Venezia Giulia,5242
9567,2021-05-30 17:00:00,P.A. Trento,480
9575,2021-05-30 17:00:00,Veneto,8710
9574,2021-05-30 17:00:00,Valle d'Aosta,228
9573,2021-05-30 17:00:00,Umbria,1558
9572,2021-05-30 17:00:00,Toscana,8387
9571,2021-05-30 17:00:00,Sicilia,9883
9570,2021-05-30 17:00:00,Sardegna,12784
9569,2021-05-30 17:00:00,Puglia,25683
9568,2021-05-30 17:00:00,Piemonte,5379
9566,2021-05-30 17:00:00,P.A. Bolzano,686
9565,2021-05-30 17:00:00,Molise,138
9564,2021-05-30 17:00:00,Marche,3936
9556,2021-05-30 17:00:00,Basilicata,3800
9557,2021-05-30 17:00:00,Calabria,9999
9558,2021-05-30 17:00:00,Campania,67354
9559,2021-05-30 17:00:00,Emilia-Romagna,15762
9555,2021-05-30 17:00:00,Abruzzo,5559
9561,2021-05-30 17:00:00,Lazio,19815
9562,2021-05-30 17:00:00,Liguria,1176
9563,2021-05-30 17:00:00,Lombardia,32063
9560,2021-05-30 17:00:00,Friuli Venezia Giulia,4916
9714,2021-06-06 17:00:00,P.A. Trento,356
9722,2021-06-06 17:00:00,Veneto,6880
9721,2021-06-06 17:00:00,Valle d'Aosta,149
9720,2021-06-06 17:00:00,Umbria,1233
9719,2021-06-06 17:00:00,Toscana,5985
9718,2021-06-06 17:00:00,Sicilia,7971
9717,2021-06-06 17:00:00,Sardegna,12477
9716,2021-06-06 17:00:00,Puglia,18830
9715,2021-06-06 17:00:00,Piemonte,3813
9713,2021-06-06 17:00:00,P.A. Bolzano,569
9712,2021-06-06 17:00:00,Molise,96
9711,2021-06-06 17:00:00,Marche,3377
9703,2021-06-06 17:00:00,Basilicata,3338
9704,2021-06-06 17:00:00,Calabria,8966
9705,2021-06-06 17:00:00,Campania,63483
9706,2021-06-06 17:00:00,Emilia-Romagna,11454
9702,2021-06-06 17:00:00,Abruzzo,5152
9708,2021-06-06 17:00:00,Lazio,11992
9709,2021-06-06 17:00:00,Liguria,785
9710,2021-06-06 17:00:00,Lombardia,20641
9707,2021-06-06 17:00:00,Friuli Venezia Giulia,4725
9861,2021-06-13 17:00:00,P.A. Trento,246
9869,2021-06-13 17:00:00,Veneto,5920
9868,2021-06-13 17:00:00,Valle d'Aosta,95
9867,2021-06-13 17:00:00,Umbria,1037
9866,2021-06-13 17:00:00,Toscana,4458
9865,2021-06-13 17:00:00,Sicilia,6722
9864,2021-06-13 17:00:00,Sardegna,12051
9863,2021-06-13 17:00:00,Puglia,13217
9862,2021-06-13 17:00:00,Piemonte,2669
9860,2021-06-13 17:00:00,P.A. Bolzano,403
9859,2021-06-13 17:00:00,Molise,82
9858,2021-06-13 17:00:00,Marche,2799
9850,2021-06-13 17:00:00,Basilicata,2979
9851,2021-06-13 17:00:00,Calabria,8095
9852,2021-06-13 17:00:00,Campania,60078
9853,2021-06-13 17:00:00,Emilia-Romagna,8345
9849,2021-06-13 17:00:00,Abruzzo,1529
9855,2021-06-13 17:00:00,Lazio,6169
9856,2021-06-13 17:00:00,Liguria,439
9857,2021-06-13 17:00:00,Lombardia,18391
9854,2021-06-13 17:00:00,Friuli Venezia Giulia,4589
10008,2021-06-20 17:00:00,P.A. Trento,149
10016,2021-06-20 17:00:00,Veneto,5212
10015,2021-06-20 17:00:00,Valle d'Aosta,57
10014,2021-06-20 17:00:00,Umbria,890
10013,2021-06-20 17:00:00,Toscana,3270
10012,2021-06-20 17:00:00,Sicilia,5560
10011,2021-06-20 17:00:00,Sardegna,11578
10010,2021-06-20 17:00:00,Puglia,8859
10009,2021-06-20 17:00:00,Piemonte,1698
10007,2021-06-20 17:00:00,P.A. Bolzano,276
10006,2021-06-20 17:00:00,Molise,90
10005,2021-06-20 17:00:00,Marche,2012
9997,2021-06-20 17:00:00,Basilicata,1300
9998,2021-06-20 17:00:00,Calabria,6869
9999,2021-06-20 17:00:00,Campania,10372
10000,2021-06-20 17:00:00,Emilia-Romagna,5590
9996,2021-06-20 17:00:00,Abruzzo,1275
10002,2021-06-20 17:00:00,Lazio,4239
10003,2021-06-20 17:00:00,Liguria,278
10004,2021-06-20 17:00:00,Lombardia,13657
10001,2021-06-20 17:00:00,Friuli Venezia Giulia,4479
10155,2021-06-27 17:00:00,P.A. Trento,76
10163,2021-06-27 17:00:00,Veneto,4712
10162,2021-06-27 17:00:00,Valle d'Aosta,36
10161,2021-06-27 17:00:00,Umbria,791
10160,2021-06-27 17:00:00,Toscana,2385
10159,2021-06-27 17:00:00,Sicilia,4368
10158,2021-06-27 17:00:00,Sardegna,2355
10157,2021-06-27 17:00:00,Puglia,3875
10156,2021-06-27 17:00:00,Piemonte,1061
10154,2021-06-27 17:00:00,P.A. Bolzano,176
10153,2021-06-27 17:00:00,Molise,98
10152,2021-06-27 17:00:00,Marche,1415
10144,2021-06-27 17:00:00,Basilicata,843
10145,2021-06-27 17:00:00,Calabria,5509
10146,2021-06-27 17:00:00,Campania,9001
10147,2021-06-27 17:00:00,Emilia-Romagna,3723
10143,2021-06-27 17:00:00,Abruzzo,1029
10149,2021-06-27 17:00:00,Lazio,3471
10150,2021-06-27 17:00:00,Liguria,174
10151,2021-06-27 17:00:00,Lombardia,11847
10148,2021-06-27 17:00:00,Friuli Venezia Giulia,217
10302,2021-07-04 17:00:00,P.A. Trento,56
10310,2021-07-04 17:00:00,Veneto,4570
10309,2021-07-04 17:00:00,Valle d'Aosta,32
10308,2021-07-04 17:00:00,Umbria,684
10307,2021-07-04 17:00:00,Toscana,1567
10306,2021-07-04 17:00:00,Sicilia,3563
10305,2021-07-04 17:00:00,Sardegna,2320
10304,2021-07-04 17:00:00,Puglia,2660
10303,2021-07-04 17:00:00,Piemonte,777
10301,2021-07-04 17:00:00,P.A. Bolzano,118
10300,2021-07-04 17:00:00,Molise,64
10299,2021-07-04 17:00:00,Marche,1272
10291,2021-07-04 17:00:00,Basilicata,683
10292,2021-07-04 17:00:00,Calabria,3151
10293,2021-07-04 17:00:00,Campania,7583
10294,2021-07-04 17:00:00,Emilia-Romagna,2593
10290,2021-07-04 17:00:00,Abruzzo,911
10296,2021-07-04 17:00:00,Lazio,2773
10297,2021-07-04 17:00:00,Liguria,125
10298,2021-07-04 17:00:00,Lombardia,8976
10295,2021-07-04 17:00:00,Friuli Venezia Giulia,186
10449,2021-07-11 17:00:00,P.A. Trento,52
10457,2021-07-11 17:00:00,Veneto,5008
10456,2021-07-11 17:00:00,Valle d'Aosta,22
10455,2021-07-11 17:00:00,Umbria,629
10454,2021-07-11 17:00:00,Toscana,1501
10453,2021-07-11 17:00:00,Sicilia,3650
10452,2021-07-11 17:00:00,Sardegna,2442
10451,2021-07-11 17:00:00,Puglia,2127
10450,2021-07-11 17:00:00,Piemonte,743
10448,2021-07-11 17:00:00,P.A. Bolzano,116
10447,2021-07-11 17:00:00,Molise,61
10446,2021-07-11 17:00:00,Marche,1334
10438,2021-07-11 17:00:00,Basilicata,564
10439,2021-07-11 17:00:00,Calabria,2074
10440,2021-07-11 17:00:00,Campania,6881
10441,2021-07-11 17:00:00,Emilia-Romagna,2227
10437,2021-07-11 17:00:00,Abruzzo,954
10443,2021-07-11 17:00:00,Lazio,2231
10444,2021-07-11 17:00:00,Liguria,176
10445,2021-07-11 17:00:00,Lombardia,8076
10442,2021-07-11 17:00:00,Friuli Venezia Giulia,213
10596,2021-07-18 17:00:00,P.A. Trento,147
10604,2021-07-18 17:00:00,Veneto,6816
10603,2021-07-18 17:00:00,Valle d'Aosta,26
10602,2021-07-18 17:00:00,Umbria,753
10601,2021-07-18 17:00:00,Toscana,2056
10600,2021-07-18 17:00:00,Sicilia,5123
10599,2021-07-18 17:00:00,Sardegna,1799
10598,2021-07-18 17:00:00,Puglia,1758
10597,2021-07-18 17:00:00,Piemonte,1008
10595,2021-07-18 17:00:00,P.A. Bolzano,184
10594,2021-07-18 17:00:00,Molise,108
10593,2021-07-18 17:00:00,Marche,1486
10585,2021-07-18 17:00:00,Basilicata,554
10586,2021-07-18 17:00:00,Calabria,2006
10587,2021-07-18 17:00:00,Campania,7201
10588,2021-07-18 17:00:00,Emilia-Romagna,2706
10584,2021-07-18 17:00:00,Abruzzo,990
10590,2021-07-18 17:00:00,Lazio,3399
10591,2021-07-18 17:00:00,Liguria,338
10592,2021-07-18 17:00:00,Lombardia,7407
10589,2021-07-18 17:00:00,Friuli Venezia Giulia,248
10743,2021-07-25 17:00:00,P.A. Trento,321
10751,2021-07-25 17:00:00,Veneto,9727
10750,2021-07-25 17:00:00,Valle d'Aosta,46
10749,2021-07-25 17:00:00,Umbria,1112
10748,2021-07-25 17:00:00,Toscana,4127
10747,2021-07-25 17:00:00,Sicilia,7921
10746,2021-07-25 17:00:00,Sardegna,3318
10745,2021-07-25 17:00:00,Puglia,2213
10744,2021-07-25 17:00:00,Piemonte,1581
10742,2021-07-25 17:00:00,P.A. Bolzano,272
10741,2021-07-25 17:00:00,Molise,123
10740,2021-07-25 17:00:00,Marche,1689
10732,2021-07-25 17:00:00,Basilicata,563
10733,2021-07-25 17:00:00,Calabria,2270
10734,2021-07-25 17:00:00,Campania,8241
10735,2021-07-25 17:00:00,Emilia-Romagna,4833
10731,2021-07-25 17:00:00,Abruzzo,1202
10737,2021-07-25 17:00:00,Lazio,6859
10738,2021-07-25 17:00:00,Liguria,877
10739,2021-07-25 17:00:00,Lombardia,8534
10736,2021-07-25 17:00:00,Friuli Venezia Giulia,428
10890,2021-08-01 17:00:00,P.A. Trento,381
10898,2021-08-01 17:00:00,Veneto,12352
10897,2021-08-01 17:00:00,Valle d'Aosta,58
10896,2021-08-01 17:00:00,Umbria,1704
10895,2021-08-01 17:00:00,Toscana,7568
10894,2021-08-01 17:00:00,Sicilia,11219
10893,2021-08-01 17:00:00,Sardegna,5211
10892,2021-08-01 17:00:00,Puglia,2421
10891,2021-08-01 17:00:00,Piemonte,2475
10889,2021-08-01 17:00:00,P.A. Bolzano,348
10888,2021-08-01 17:00:00,Molise,129
10887,2021-08-01 17:00:00,Marche,2062
10879,2021-08-01 17:00:00,Basilicata,699
10880,2021-08-01 17:00:00,Calabria,2837
10881,2021-08-01 17:00:00,Campania,8696
10882,2021-08-01 17:00:00,Emilia-Romagna,7642
10878,2021-08-01 17:00:00,Abruzzo,1507
10884,2021-08-01 17:00:00,Lazio,10791
10885,2021-08-01 17:00:00,Liguria,1373
10886,2021-08-01 17:00:00,Lombardia,11174
10883,2021-08-01 17:00:00,Friuli Venezia Giulia,703
11037,2021-08-08 17:00:00,P.A. Trento,373
11045,2021-08-08 17:00:00,Veneto,13578
11044,2021-08-08 17:00:00,Valle d'Aosta,128
11043,2021-08-08 17:00:00,Umbria,2055
11042,2021-08-08 17:00:00,Toscana,10581
11041,2021-08-08 17:00:00,Sicilia,14077
11040,2021-08-08 17:00:00,Sardegna,6679
11039,2021-08-08 17:00:00,Puglia,3396
11038,2021-08-08 17:00:00,Piemonte,3112
11036,2021-08-08 17:00:00,P.A. Bolzano,379
11035,2021-08-08 17:00:00,Molise,148
11034,2021-08-08 17:00:00,Marche,2841
11026,2021-08-08 17:00:00,Basilicata,899
11027,2021-08-08 17:00:00,Calabria,2820
11028,2021-08-08 17:00:00,Campania,8493
11029,2021-08-08 17:00:00,Emilia-Romagna,10637
11025,2021-08-08 17:00:00,Abruzzo,1821
11031,2021-08-08 17:00:00,Lazio,14497
11032,2021-08-08 17:00:00,Liguria,1560
11033,2021-08-08 17:00:00,Lombardia,13314
11030,2021-08-08 17:00:00,Friuli Venezia Giulia,878
11184,2021-08-15 17:00:00,P.A. Trento,447
11192,2021-08-15 17:00:00,Veneto,13330
11191,2021-08-15 17:00:00,Valle d'Aosta,126
11190,2021-08-15 17:00:00,Umbria,2205
11189,2021-08-15 17:00:00,Toscana,12381
11188,2021-08-15 17:00:00,Sicilia,18036
11187,2021-08-15 17:00:00,Sardegna,7290
11186,2021-08-15 17:00:00,Puglia,4208
11185,2021-08-15 17:00:00,Piemonte,3444
11183,2021-08-15 17:00:00,P.A. Bolzano,530
11182,2021-08-15 17:00:00,Molise,160
11181,2021-08-15 17:00:00,Marche,2972
11173,2021-08-15 17:00:00,Basilicata,1126
11174,2021-08-15 17:00:00,Calabria,3475
11175,2021-08-15 17:00:00,Campania,9175
11176,2021-08-15 17:00:00,Emilia-Romagna,13148
11172,2021-08-15 17:00:00,Abruzzo,2032
11178,2021-08-15 17:00:00,Lazio,18530
11179,2021-08-15 17:00:00,Liguria,1781
11180,2021-08-15 17:00:00,Lombardia,13231
11177,2021-08-15 17:00:00,Friuli Venezia Giulia,901
11331,2021-08-22 17:00:00,P.A. Trento,506
11339,2021-08-22 17:00:00,Veneto,12663
11338,2021-08-22 17:00:00,Valle d'Aosta,147
11337,2021-08-22 17:00:00,Umbria,1958
11336,2021-08-22 17:00:00,Toscana,12265
11335,2021-08-22 17:00:00,Sicilia,23460
11334,2021-08-22 17:00:00,Sardegna,7845
11333,2021-08-22 17:00:00,Puglia,4625
11332,2021-08-22 17:00:00,Piemonte,3643
11330,2021-08-22 17:00:00,P.A. Bolzano,644
11329,2021-08-22 17:00:00,Molise,189
11328,2021-08-22 17:00:00,Marche,2936
11320,2021-08-22 17:00:00,Basilicata,1280
11321,2021-08-22 17:00:00,Calabria,3891
11322,2021-08-22 17:00:00,Campania,9534
11323,2021-08-22 17:00:00,Emilia-Romagna,14469
11319,2021-08-22 17:00:00,Abruzzo,2348
11325,2021-08-22 17:00:00,Lazio,17358
11326,2021-08-22 17:00:00,Liguria,1991
11327,2021-08-22 17:00:00,Lombardia,12246
11324,2021-08-22 17:00:00,Friuli Venezia Giulia,940
11478,2021-08-29 17:00:00,P.A. Trento,502
11486,2021-08-29 17:00:00,Veneto,12939
11485,2021-08-29 17:00:00,Valle d'Aosta,120
11484,2021-08-29 17:00:00,Umbria,1771
11483,2021-08-29 17:00:00,Toscana,11580
11482,2021-08-29 17:00:00,Sicilia,27424
11481,2021-08-29 17:00:00,Sardegna,8040
11480,2021-08-29 17:00:00,Puglia,4683
11479,2021-08-29 17:00:00,Piemonte,3787
11477,2021-08-29 17:00:00,P.A. Bolzano,725
11476,2021-08-29 17:00:00,Molise,249
11475,2021-08-29 17:00:00,Marche,3608
11467,2021-08-29 17:00:00,Basilicata,1373
11468,2021-08-29 17:00:00,Calabria,4951
11469,2021-08-29 17:00:00,Campania,9624
11470,2021-08-29 17:00:00,Emilia-Romagna,16017
11466,2021-08-29 17:00:00,Abruzzo,2333
11472,2021-08-29 17:00:00,Lazio,15922
11473,2021-08-29 17:00:00,Liguria,2084
11474,2021-08-29 17:00:00,Lombardia,12147
11471,2021-08-29 17:00:00,Friuli Venezia Giulia,1168
11625,2021-09-05 17:00:00,P.A. Trento,467
11633,2021-09-05 17:00:00,Veneto,13210
11632,2021-09-05 17:00:00,Valle d'Aosta,97
11631,2021-09-05 17:00:00,Umbria,1674
11630,2021-09-05 17:00:00,Toscana,10952
11629,2021-09-05 17:00:00,Sicilia,28462
11628,2021-09-05 17:00:00,Sardegna,6713
11627,2021-09-05 17:00:00,Puglia,4318
11626,2021-09-05 17:00:00,Piemonte,3866
11624,2021-09-05 17:00:00,P.A. Bolzano,865
11623,2021-09-05 17:00:00,Molise,257
11622,2021-09-05 17:00:00,Marche,3507
11614,2021-09-05 17:00:00,Basilicata,1436
11615,2021-09-05 17:00:00,Calabria,5242
11616,2021-09-05 17:00:00,Campania,8888
11617,2021-09-05 17:00:00,Emilia-Romagna,15589
11613,2021-09-05 17:00:00,Abruzzo,2293
11619,2021-09-05 17:00:00,Lazio,13989
11620,2021-09-05 17:00:00,Liguria,2072
11621,2021-09-05 17:00:00,Lombardia,11432
11618,2021-09-05 17:00:00,Friuli Venezia Giulia,1373
11772,2021-09-12 17:00:00,P.A. Trento,439
11780,2021-09-12 17:00:00,Veneto,12810
11779,2021-09-12 17:00:00,Valle d'Aosta,78
11778,2021-09-12 17:00:00,Umbria,1445
11777,2021-09-12 17:00:00,Toscana,9389
11776,2021-09-12 17:00:00,Sicilia,26190
11775,2021-09-12 17:00:00,Sardegna,5240
11774,2021-09-12 17:00:00,Puglia,3741
11773,2021-09-12 17:00:00,Piemonte,3863
11771,2021-09-12 17:00:00,P.A. Bolzano,1013
11770,2021-09-12 17:00:00,Molise,250
11769,2021-09-12 17:00:00,Marche,3327
11761,2021-09-12 17:00:00,Basilicata,1342
11762,2021-09-12 17:00:00,Calabria,5087
11763,2021-09-12 17:00:00,Campania,8304
11764,2021-09-12 17:00:00,Emilia-Romagna,15033
11760,2021-09-12 17:00:00,Abruzzo,2237
11766,2021-09-12 17:00:00,Lazio,12765
11767,2021-09-12 17:00:00,Liguria,1835
11768,2021-09-12 17:00:00,Lombardia,11502
11765,2021-09-12 17:00:00,Friuli Venezia Giulia,1444
11919,2021-09-19 17:00:00,P.A. Trento,493
11927,2021-09-19 17:00:00,Veneto,12154
11926,2021-09-19 17:00:00,Valle d'Aosta,66
11925,2021-09-19 17:00:00,Umbria,1182
11924,2021-09-19 17:00:00,Toscana,8482
11923,2021-09-19 17:00:00,Sicilia,21036
11922,2021-09-19 17:00:00,Sardegna,3735
11921,2021-09-19 17:00:00,Puglia,3298
11920,2021-09-19 17:00:00,Piemonte,3861
11918,2021-09-19 17:00:00,P.A. Bolzano,1036
11917,2021-09-19 17:00:00,Molise,186
11916,2021-09-19 17:00:00,Marche,2903
11908,2021-09-19 17:00:00,Basilicata,1279
11909,2021-09-19 17:00:00,Calabria,4684
11910,2021-09-19 17:00:00,Campania,8005
11911,2021-09-19 17:00:00,Emilia-Romagna,13429
11907,2021-09-19 17:00:00,Abruzzo,2121
11913,2021-09-19 17:00:00,Lazio,11320
11914,2021-09-19 17:00:00,Liguria,1504
11915,2021-09-19 17:00:00,Lombardia,11439
11912,2021-09-19 17:00:00,Friuli Venezia Giulia,1323
